movie_title,original_title,director_name,actor_1_name,actor_2_name,actor_3_name,budget,gross,title_year,release_date,duration,vote_average,vote_count,popularity,genres,country,original_language,overview,tagline,tmdb_id,imdb_id
The Wretched,The Wretched,Drew T. Pierce,John-Paul Howard,Piper Curda,Jamison Jones,66000,4369493,2019,2019-12-15,95,6.061,644,1.4855,Horror|Mystery|Thriller,United States of America,en,"A rebellious teenage boy, struggling with his parents' imminent divorce, encounters a terrifying evil after his next-door neighbor becomes possessed by an ancient witch that feasts on children.",What is forgotten will never be found.,605804,tt8305806
The Hero,Герой,Karen Oganesyan,Alexander Petrov,Svetlana Khodchenkova,Vladimir Mashkov,4065470,2889720,2019,2019-09-26,120,5.974,76,1.4788,Action|Crime|Drama,Russia,ru,"Fifteen years ago Andrey graduated from a Secret Service school under the guidance of his father, that trained teenagers to be agents for the Foreign Intelligence Service. When this experimental school is closed, he settles in Europe and cuts ties with Russia. One day his father who was believed to be dead calls him to warn him that some security forces want Andrey dead so he must run and hide. While on the run Andrey finds Masha, his ex-classmate from the Secret Service school. He faces love and betrayal and learns the real scale of the ruthless spy game that he was dragged into against his will.",,575075,tt10329842
Crown Vic,Crown Vic,Joel Souza,Thomas Jane,Luke Kleintank,Josh Hopkins,3600000,3868,2019,2019-11-01,110,6.2,206,1.4775,Crime|Drama|Action,Taiwan|United States of America,en,"One memorable night in the life of veteran patrol officer Ray Mandel and his trainee, ambitious rookie cop Nick Holland in the LAPD's Olympic Division. With two cop killers on the loose and hunting for more targets, Mandel and Holland must contend with a city about to boil over, as well as Jack VanZandt, an unhinged rogue cop out for payback running wild in their patrol zone.",Right and Wrong Isn't Always Black and White,524659,tt4558200
Captive State,Captive State,Rupert Wyatt,John Goodman,Ashton Sanders,Jonathan Majors,25000000,8808611,2019,2019-03-15,110,5.7,1202,1.4625,Science Fiction|Action|Adventure|Thriller,United States of America,en,"Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.","10 years ago, they took our planet. Today, we take it back!",429471,tt5968394
The Ninth,Девятая,Nikolay Khomeriki,Evgeny Tsyganov,Daisy Head,Dmitry Lysenkov,7000000,958558,2019,2019-11-07,99,6.333,126,1.4024,Mystery|Thriller|Crime|Horror,Russia,ru,"Petersburg at the end of the 19th century was embraced by a massive enthusiasm for the occult sciences and esotericism. British medium Olivia Reed arrives in the capital of the Russian Empire on tour and gathers crowds of people at her public spiritualistic sessions. At this time, a series of ritual mysterious murders takes place in the city. Girls are abducted on the streets, their mutilated bodies are found in various parts of the city. The investigation is carried out by a young police officer Rostov and his assistant Ganin. With each new victim, things are becoming more confused. Suspicion leads Rostov to Olivia, and he decides to turn to her in the hope that her genuine or imaginary ability to summon the spirits of the dead can help to get on the trail of the killer.",,577028,tt11253526
Ittymaani: Made In China,ഇട്ടിമാണി: മെയ്ഡ് ഇന്‍ ചൈന,Jibi Joju,Mohanlal,Honey Rose,KPAC Lalitha,1300000,4400000,2019,2019-09-06,158,4.4,15,1.3975,Comedy|Drama,India,ml,"The son of a popular martial arts expert, Manikkunnel Ittymaani is an impulsive man who keeps landing into trouble.",,606943,tt9165806
Brian Banks,Brian Banks,Tom Shadyac,Aldis Hodge,Greg Kinnear,Tiffany Dupont,10000000,4300000,2019,2019-08-09,99,7.215,256,1.3942,Drama,United States of America,en,An All-American football player's dreams to play in the NFL are halted when he is falsely accused of rape and sent to prison.,Falsely accused. Wrongfully convicted. Never defeated.,535845,tt3920820
La Belle Époque,La Belle Époque,Nicolas Bedos,Daniel Auteuil,Guillaume Canet,Doria Tillier,11000000,13935410,2019,2019-11-06,115,7.4,1036,1.3721,Comedy|Drama,France,fr,"Victor, a disillusioned 60-something whose marriage is on the rocks, opts to relive the week of his life when, 40 years earlier, he met his true love through a company that allows customers to return to the time period of their choosing.","If you could live your own life again, would you do it?",595975,tt9172422
The Goddess of Fortune,La dea fortuna,Ferzan Özpetek,Stefano Accorsi,Edoardo Leo,Jasmine Trinca,4000000,8277796,2019,2019-12-19,114,7.105,516,1.3714,Drama,Italy,it,"Alessandro and Arturo have been together for over 15 years and, despite the feeling they still have for each other, their relationship is now at crisis. When Alessandro’s best friend, out of the blue, asks them to take care of her two kids for a few days, something changes in their daily routine and love will drive them to a crazy and unexpected turn in their life.",,606952,tt10256570
Leaving Afghanistan,Братство,Pavel Lungin,Kirill Pirogov,Yan Tsapnik,Vitaly Kishchenko,4302540,731827,2019,2019-05-10,112,6.6,90,1.3424,Drama|Action|War,Russia,ru,1988-1989. The end of the Soviet-Afghan war. The USSR begins its withdrawal from Afghanistan. Soviet General Vasiliev's son - a pilot named Alexander gets kidnapped by the mujahideen after his airplane crashes. As a result the 108th motorized infantry division's long awaited return home gets put on hold for one last mission: bring the General's son back. Based on true events the previously untold story of the courageous and tragic withdrawal campaign (through the Salang pass) reveals the danger the horror and the complexity of human nature during wartime.,The war is over. Not their mission.,512954,tt8615732
Shanghai Fortress,上海堡垒,Teng Huatao,Lu Han,Shu Qi,Shi Liang,30000000,16900000,2019,2019-08-09,107,5.6,152,1.3377,Science Fiction|War,China,zh,"Set in the future, the city of Shanghai battle to defend itself against an ongoing attack by an alien force that has attacked and laid siege to numerous cities around the globe in it's quest to harvest a hidden energy only found on earth.",,559957,tt6628322
The Painted Bird,Nabarvené ptáče,Václav Marhoul,Petr Kotlár,Nina Šunevič,Alla Sokolova,7800000,659535,2019,2019-09-12,169,7.119,164,1.29,War|Drama|Thriller,Slovakia|Czech Republic,cs,"After losing his parents, a young Jewish boy wanders Eastern Europe, seeking refuge during World War II.",Light is visible only in the dark,477428,tt1667354
Playmobil: The Movie,Playmobil: The Movie,Lino DiSalvo,Anya Taylor-Joy,Jim Gaffigan,Gabriel Bateman,75000000,16349303,2019,2019-06-10,99,5.7,301,1.2874,Family|Animation|Comedy|Adventure,Canada|Germany,en,Marla is forced to abandon her carefully structured life to embark on an epic journey to find her younger brother Charlie who has disappeared into the vast and wondrous animated world of Playmobil toys.,Just watch the LEGO movie instead,366668,tt4199898
Mardaani 2,मर्दानी 2,Gopi Puthran,Rani Mukerji,Vishal Jethwa,Rajesh Sharma,2800000,8680109,2019,2019-12-12,103,7.086,70,1.2796,Action|Crime|Thriller,India,hi,Officer Shivani Shivaji Roy is stationed at Kota where she goes against a ferocious serial killer who rapes and murders women.,,591101,tt5668770
Honey Boy,Honey Boy,Alma Har'el,Shia LaBeouf,Lucas Hedges,Noah Jupe,3500000,3400977,2019,2019-09-28,94,7.1,700,1.2654,Drama,United States of America,en,"The story of a child star attempting to mend his relationship with his law-breaking, alcohol-abusing father over the course of a decade, loosely based on Shia LaBeouf’s life.",sweet as honey.,512263,tt8151874
The Fanatic,The Fanatic,Fred Durst,John Travolta,Devon Sawa,Ana Golja,18000000,3153,2019,2019-08-30,89,4.449,321,1.2591,Crime|Thriller,United Kingdom|United States of America,en,A rabid film fan stalks his favorite action hero and destroys the star's life.,All he wanted was an autograph.,509853,tt7869070
Promise of Pisa,De Belofte van Pisa,Norbert ter Hall,Shahine El-Hamus,Olivia Lonsdale,Yorick van Wageningen,220000,297388,2019,2019-10-10,105,5.583,12,1.242,Drama,Netherlands,nl,A promising young Dutch-Moroccan trumpet player sets out to succeed at a posh Amsterdam music conservatory.,,611763,tt8974368
Blackia,ਬਲੈਕੀਆ,Sukhminder Dhanjal,Dev Kharoud,Ihana Dhillon,Rana Jung Bahadur,630000,1500000,2019,2019-04-26,141,0.0,0,1.2187,Crime|Drama,India,pa,"During the gold smuggling at international Punjab's border in the 1970s, an innocent college student becomes involved in the gang war and takes over the underworld.",,605971,tt9614416
The Earth of Mankind,Bumi Manusia,Hanung Bramantyo,Iqbaal Ramadhan,Mawar Eva De Jongh,Sha Ine Febriyanti,1843114,3237737,2019,2019-08-15,181,7.2,12,1.1839,Drama|History,Indonesia,id,A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule.,,609844,tt10540024
Spy Cat,Die sagenhaften Vier,Christoph Lauenstein,Axel Prahl,Alexandra Neldel,Erik Borner,9000000,3882729,2019,2019-04-11,84,6.694,80,1.1658,Animation|Adventure|Comedy|Family,Germany|Belgium,de,"Four crazy antiheroes on the run. Their leader is the unworldly innocent, naive Marnie, a house cat who is not allowed to leave the house and only knows about real life from television",One gang of runaways. One secret mission. One pawsome adventure!,509733,tt5746054
The Ash Lad: In Search of the Golden Castle,Askeladden - I Soria Moria slott,Mikkel Brænne Sandemose,Vebjørn Enger,Eili Harboe,Mads Sjøgård Pettersen,7300000,2996763,2019,2019-08-23,99,6.543,117,1.1287,Fantasy|Adventure,Norway,no,"When the King and Queen are poisoned, brothers Per and Pål get arrested, suspected of being behind it. Younger brother Espen ""Ash Lad"" and Princess Kristin set out on a quest to find the mythical Soria Moria castle, which is said to be built of pure gold. In Soria Moria, there sits a well containing the Water of Life; the only thing that can cure Kristin's parents. But some wicked Danes are also on the hunt to find the castle. If Espen and Kristin fail, it will spell the end for the brothers, the kingdom - and perhaps the entire world.",,561557,tt8753438
Only the Animals,Seules les Bêtes,Dominik Moll,Denis Ménochet,Laure Calamy,Damien Bonnard,5000000,878668,2019,2019-12-04,116,6.702,295,1.097,Drama|Crime,France|Germany,fr,"Following the disappearance of the glamorous and secretive Evelyne Ducat during a blizzard in the highlands of southern France, the lives of five people inextricably linked to Evelyne are brought together to devastating effect as the local police investigate the case.",,574321,tt10409498
Swingers 2,Свінгери 2,Andrejs Ēķis,Viacheslav Dovzhenko,Dasha Astafieva,Olia Poliakova,350000,580000,2019,2019-03-07,90,3.6,10,1.0758,Comedy,Latvia|Ukraine,uk,"Meet the crazy continuation of the erotic comedy ""Swingers 2"" directed by Andrei Ekis. The film is a continuation of 2018 movie, in which the main roles went to the stars Oli Polyakova, Dasha Astafieva and Mikhail Kukuyuk. Married couples in whom passion in an intimate life has long faded away, decided to take desperate steps and exchanged partners. After the events of the first part, time passed. And now Igor has a new problem: he has lost male power. The wife is trying by any means to regain her happiness. What came out of this?",,567976,tt10262160
Fortuna Lake,Terror en la Laguna,Felipe Martínez Amador,Estefania Piñeres,Jose Restrepo,Carolina Cuervo,450000,39266,2019,2019-02-21,91,0.0,0,1.0594,Horror|Science Fiction,Colombia,es,"Malorie escapes a mental facility with no recollection of why she was sent there. She ends up at Fortuna Lake where she will try to avoid the visions that are hunting her, while she attempts to solve the mystery of her blackout.",,787796,tt7246542
The Beach Bum,The Beach Bum,Harmony Korine,Matthew McConaughey,Snoop Dogg,Isla Fisher,5000000,4554416,2019,2019-03-21,95,5.695,532,1.0475,Comedy,France|Switzerland,en,"An irreverent comedy about the misadventures of Moondog, a rebellious stoner and lovable rogue who lives large.",You gotta go low to get high.,441384,tt6511932
The Goya Murders,El asesino de los caprichos,Gerardo Herrero,Maribel Verdú,Aura Garrido,Roberto Álamo,2700000,443038,2019,2019-10-18,96,5.0,72,0.9462,Drama|Thriller,Belgium|Spain,es,"Madrid, Spain. A mysterious serial killer murders art collectors and uses their bodies to reproduce scenes from Los Caprichos, a famous series of drawings by Spanish painter Francisco de Goya.",,573150,tt9173002
No Safe Spaces,No Safe Spaces,Justin Folk,Dennis Prager,Adam Carolla,Ben Shapiro,686599,1291514,2019,2019-10-25,95,6.7,29,0.9222,Documentary,United States of America,en,Adam Carolla and Dennis Prager examine the reality of life and discourse on college campuses in modern America.,You have the right to remain silent.,459116,tt8363914
The Sun Is Also a Star,The Sun Is Also a Star,Ry Russo-Young,Yara Shahidi,Charles Melton,Hill Harper,9000000,6800000,2019,2019-05-16,100,6.97,609,0.9169,Romance|Drama,United States of America,en,"Two young New Yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to Jamaica, and his concerning an education at Dartmouth.",Love is a universe all of its own,508791,tt6423362
